titulo	slug	entidad_origen	codigo_origen	categoria	direccion1	direccion2	cp	poblacion	descripcion	telefono	fax	url	email	foto	latitud	longitud	foto_x	foto_x_titulo	foto_x_alt	acces_fisica	acces_visual	acces_auditiva	acces_intelectual	acces_organica	tipo_biblio	año_inicio	institucion	tipo_institucion	horarios	tipo_acceso	tipo_centro	tematica			servicios											
Hegoalde Liburutegia		ejgv_biblio		Biblioteca	Alberto Schommer, z/g		1006	VITORIA-GASTEIZ		945 16 18 80		http://www.vitoria-gasteiz.org	bib.hegoalde@vitoria-gasteiz.org							accesible	accesible	sin_datos			Publikoa	1998	Vitoria-Gasteizko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ		SÍ			SÍ	SÍ		SÍ		
Ibaiondo Familia Liburutegia		ejgv_biblio		Biblioteca	Landaberde, 31		1010	VITORIA-GASTEIZ		945 16 18 13		http://www.vitoria-gasteiz.org	bibfam.ibaiondo@vitoria-gasteiz.org							accesible	accesible	sin_datos			Publikoa	2010	Vitoria-Gasteizko Udala	Ayuntamiento		Libre 	Publico	General			SÍ						SÍ	SÍ		SÍ		
Ibaiondo Liburutegia		ejgv_biblio		Biblioteca	Landaberde, 31		1010	VITORIA-GASTEIZ		945 16 18 13		http://www.vitoria-gasteiz.org	bib.ibaiondo@vitoria-gasteiz.org							accesible	accesible	sin_datos			Publikoa	2010	Vitoria-Gasteizko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ		SÍ			SÍ	SÍ		SÍ		
Iparralde Familia Liburutegia		ejgv_biblio		Biblioteca	Zuberoa plaza, z/g		1002	VITORIA-GASTEIZ		945 161 750		http://www.vitoria-gasteiz.org	bibfam.iparralde@vitoria-gasteiz.org							accesible	accesible	sin_datos			Publikoa	1989	Vitoria-Gasteizko Udala	Ayuntamiento		Libre 	Publico	General			SÍ						SÍ	SÍ		SÍ		
Iparralde Liburutegia		ejgv_biblio		Biblioteca	Zuberoa plaza, z/g		1002	VITORIA-GASTEIZ		945 161 750  		http://www.vitoria-gasteiz.org	bib.iparralde@vitoria-gasteiz.org							accesible	accesible	sin_datos			Publikoa	1989	Vitoria-Gasteizko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ		SÍ			SÍ	SÍ		SÍ		
Judimendi Familia Liburutegia		ejgv_biblio		Biblioteca	Avda. Judimendi, s/n		1003	VITORIA-GASTEIZ		945 161 740		http://www.vitoria-gasteiz.org	bibfam.judimendi@vitoria-gasteiz.org							accesible	accesible	sin_datos			Publikoa	1989	Vitoria-Gasteizko Udala	Ayuntamiento		Libre 	Publico	General			SÍ						SÍ	SÍ		SÍ		
Judimendi Liburutegia		ejgv_biblio		Biblioteca	Avda. Judimendi, s/n		1003	VITORIA-GASTEIZ		945 161 740 		http://www.vitoria-gasteiz.org	bib.judimendi@vitoria-gasteiz.org							accesible	accesible	sin_datos			Publikoa	1989	Vitoria-Gasteizko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ		SÍ			SÍ	SÍ		SÍ		
Lakua Familia Liburutegia		ejgv_biblio		Biblioteca	Senda de los Echanove, s/n		1010	VITORIA-GASTEIZ		945 162 630 (Ext. 3768)		http://www.vitoria-gasteiz.org	bibfam.lakua@vitoria-gasteiz.org							accesible	accesible	sin_datos			Publikoa	1997	Vitoria-Gasteizko Udala	Ayuntamiento		Libre 	Publico	General			SÍ						SÍ	SÍ		SÍ		
Lakua Liburutegia 		ejgv_biblio		Biblioteca	Senda de los Echanove, s/n		1010	VITORIA-GASTEIZ		945 16 26 30		http://www.vitoria-gasteiz.org	bib.lakua@vitoria-gasteiz.org							accesible	accesible	sin_datos			Publikoa	1997	Vitoria-Gasteizko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ		SÍ			SÍ	SÍ		SÍ		
Pilar Familia Liburutegia		ejgv_biblio		Biblioteca	Konstituzio plaza, 5		1012	VITORIA-GASTEIZ		945 16 12 33		http://www.vitoria-gasteiz.org	bibfam.elpilar@vitoria-gasteiz.org							accesible	accesible	sin_datos			Publikoa	2006	Vitoria-Gasteizko Udala	Ayuntamiento		Libre 	Publico	General			SÍ						SÍ	SÍ		SÍ		
Pilar Liburutegia		ejgv_biblio		Biblioteca	Konstituzio plaza, 5		1012	VITORIA-GASTEIZ		945 16 12 33		http://www.vitoria-gasteiz.org	bib.elpilar@vitoria-gasteiz.org							accesible	accesible	sin_datos			Publikoa	2006	Vitoria-Gasteizko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ		SÍ			SÍ	SÍ		SÍ	SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Euskal Herria, 5 - behea		48250	ZALDIBAR		94-6225415			liburutegia@zaldibar.org							accesible	no_accesible	no_accesible			Publikoa	1972	Zaldibarko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ	SÍ		SÍ	SÍ	SÍ			SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Santa Fe kalea, 24		20247	ZALDIBIA		943-160338			kulturazaldibia@infonegocio.com							accesible	sin_datos	sin_datos			Publikoa	1985	Zaldibiako Udala	Ayuntamiento		Libre 	Publico	General			SÍ		SÍ				SÍ	SÍ	SÍ		SÍ	SÍ
Udal Liburutegia		ejgv_biblio		Biblioteca	Euskadi plaza, 9		48860	ZALLA		94-6390837			liburutegia@zalla.org							sin_datos	sin_datos	sin_datos			Publikoa	1997	Zallako Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ	SÍ	SÍ		SÍ	SÍ	SÍ	SÍ	SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Ayuntamiento, 1		1212	ZAMBRANA		945-337014			lorenallana@cuadrilladeanana.es							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Udal Liburutegia		ejgv_biblio		Biblioteca	Zamudiotorre. Elexalde, 2		48170	ZAMUDIO		94-4520204			udalliburutegia@zamudiokoudala.net							accesible	accesible	no_accesible			Publikoa	1996	Zamudioko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ	SÍ		SÍ	SÍ	SÍ	SÍ		SÍ	SÍ
Arkotxako Liburutegia		ejgv_biblio		Biblioteca	Arkotxa, 16 behea		48480	ZARATAMO		94-4566363			biblioarkotxa@hotmail.com							no_accesible	no_accesible	no_accesible			Publikoa	1969	Zaratamoko Udala	Ayuntamiento		Libre 	Publico	General			SÍ								SÍ			
Moiordingo Liburutegia		ejgv_biblio		Biblioteca	Moiordin auzoa, z/g		48480	ZARATAMO		94-6710052										sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Sanz Enea Udal Liburutegia		ejgv_biblio		Biblioteca	Nafarroa kalea, 22		20800	ZARAUTZ		943-005130		http://www.kulturazarautz.org	liburutegia@zarautz.org							accesible	no_accesible	no_accesible			Publikoa	1975	Zarautzko Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ	SÍ	SÍ	SÍ	SÍ	SÍ	SÍ	SÍ	SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Arregia, z/g		48144	ZEANURI		94-6317357			aintxaurza.zeanuri@bizkaia.org							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Udal Liburutegia		ejgv_biblio		Biblioteca	Zubialde auzoa, 10		48499	ZEBERIO		697 101976			liburutegia.zeberio@bizkaia.org							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Udal Liburutegia		ejgv_biblio		Biblioteca	Olaran 1 behea		20215	ZEGAMA		943 80 21 37			zegaliburutegi@terra.es							accesible	no_accesible	accesible			Publikoa	2001	Zegamako Udala	Ayuntamiento		Libre 	Publico	General			SÍ		SÍ	SÍ		SÍ	SÍ	SÍ	SÍ	SÍ	SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Herriko plaza, z/g		20214	ZERAIN		943-801724			zerain@udal.gipuzkoa.net							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Udal Liburutegia		ejgv_biblio		Biblioteca	Portale kalea, 1 - B		20740	ZESTOA		943-147816			liburutegia@zestoa.net							accesible	no_accesible	no_accesible			Publikoa	1986	Zestoako Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ		SÍ			SÍ		SÍ	SÍ	SÍ	
Kultur Etxea - Liburutegia		ejgv_biblio		Biblioteca	San Román, 6 - B		48508	ZIERBENA		946 366 007			kultura@zierbena.net							accesible	no_accesible	no_accesible			Publikoa		Zierbenako Udala	Ayuntamiento		Libre 	Publico	General			SÍ		SÍ	SÍ			SÍ	SÍ	SÍ		SÍ	
Udal Liburutegia		ejgv_biblio		Biblioteca	Pasus plaza, 13		20150	ZIZURKIL		943-693554			liburutegiazizurkil@gmail.com							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Kuartangoko Liburutegia		ejgv_biblio		Biblioteca	Centro Social de Zuhatzu		1430	KUARTANGO		945 362 600			acuartango.begona@ayto.alava.net							accesible	no_accesible	no_accesible			Publikoa	2006	Kuartangoko Udala	Ayuntamiento		Libre 	Publico	General			SÍ		SÍ	SÍ			SÍ		SÍ	SÍ		
Udal Liburutegia		ejgv_biblio		Biblioteca	Odieta, 2		20750	ZUMAIA		943-862730			liburutegia@zumaia.net							sin_datos	sin_datos	sin_datos			Publikoa			Ayuntamiento		Libre 	Publico	General														
Udal Liburutegia		ejgv_biblio		Biblioteca	Zelai-Arizti Kultur Etxea	Legazpi, 7	20700	ZUMARRAGA		943-723156		http://www.zelaiarizti.com	liburutegia@zumarraga.net							accesible	no_accesible	no_accesible			Publikoa	1986	Zumarragako Udala	Ayuntamiento		Libre 	Publico	General			SÍ	SÍ	SÍ	SÍ	SÍ		SÍ	SÍ	SÍ 	SÍ	SÍ	
